filename acc loss adv_acc adv_loss nsr aer
id10270~x6uYqmx31kE~00005 1.0 0.03978538513183594 0.0 17.964475631713867 0.022954458370804787 1.0049225091934204
id10272~0qqQJVFKpbA~00002 1.0 0.9656985998153687 1.0 0.9106500744819641 0.006378372199833393 0.2623913586139679
id10272~0qqQJVFKpbA~00003 1.0 1.3188939094543457 0.0 1.7658697366714478 0.006445948500186205 0.2525300979614258
id10273~MqKFZOAwUsg~00003 1.0 0.0054343827068805695 0.0 23.475990295410156 0.018081746995449066 1.0066725015640259
id10274~wH6ebv-K8AA~00003 1.0 0.4295702278614044 0.0 2.819255828857422 0.010385117493569851 0.5244973301887512
id10274~wH6ebv-K8AA~00004 1.0 0.18651433289051056 0.0 8.049213409423828 0.01456217560917139 0.6475597023963928
id10276~aaJo0S1lnhY~00003 1.0 0.0047608353197574615 0.0 11.51969051361084 0.024434855207800865 0.9381004571914673
id10276~aaJo0S1lnhY~00005 1.0 0.5518765449523926 0.0 8.387956619262695 0.018654638901352882 0.7042638659477234
id10276~aaJo0S1lnhY~00002 1.0 0.0014079429674893618 0.0 1.4203497171401978 0.026197396218776703 0.9137786626815796
id10277~SeXsHJ3fW1c~00003 1.0 0.18218965828418732 0.0 6.909308910369873 0.0340089350938797 0.960098922252655
id10277~SeXsHJ3fW1c~00005 1.0 1.3330494165420532 0.0 6.545743465423584 0.03945915773510933 1.0123493671417236
id10278~fvX1Vtx3sNo~00001 1.0 0.0011823337990790606 0.0 28.54062843322754 0.013925603590905666 0.9924478530883789
id10278~fvX1Vtx3sNo~00005 1.0 1.9550132492440753e-05 0.0 37.44361114501953 0.02056773379445076 1.0314165353775024
id10278~fvX1Vtx3sNo~00003 1.0 3.433168603805825e-05 0.0 25.088924407958984 0.014528402127325535 0.979203462600708
id10271~gO805KoL2RM~00004 1.0 0.033627673983573914 0.0 1.9104357957839966 0.01622043177485466 0.7938269972801208
id10271~gO805KoL2RM~00002 1.0 0.0014003242831677198 1.0 0.37603700160980225 0.014376872219145298 0.8213812112808228
id10271~gO805KoL2RM~00001 1.0 0.013437538407742977 0.0 4.784541130065918 0.013306829147040844 0.8214731216430664
id10271~gO805KoL2RM~00003 1.0 0.004197122063487768 0.0 4.018039226531982 0.01690456084907055 0.8933407068252563
id10279~IvOQNamNtF4~00003 1.0 0.4771578907966614 0.0 3.007993221282959 0.03236322104930878 0.805066704750061
id10280~PQBBKBYGWgU~00005 1.0 0.003383271163329482 0.0 10.56973934173584 0.060093849897384644 1.1508315801620483
id10280~PQBBKBYGWgU~00003 1.0 0.02383996732532978 0.0 6.238187789916992 0.03721974790096283 1.0075269937515259
id10280~PQBBKBYGWgU~00001 1.0 0.5104721784591675 0.0 9.770769119262695 0.06317973881959915 1.106619119644165
id10280~PQBBKBYGWgU~00002 1.0 0.028275351971387863 0.0 12.323719024658203 0.037371598184108734 1.0048037767410278
id10281~NHARUN9OhSo~00005 1.0 0.2718261778354645 1.0 0.507370114326477 0.007572381757199764 0.33361852169036865
id10282~zGjY8J48FoE~00001 1.0 0.11166252195835114 0.0 12.065837860107422 0.012070675380527973 0.6715206503868103
id10282~zGjY8J48FoE~00003 1.0 0.10629310458898544 0.0 14.458292961120605 0.019373416900634766 0.8011042475700378
id10282~zGjY8J48FoE~00005 1.0 0.00544149661436677 0.0 18.036012649536133 0.01998680643737316 0.8537254929542542
id10283~oGZsanLiXsY~00004 1.0 0.0020071377512067556 1.0 0.28715643286705017 0.007746903225779533 0.47786396741867065
