filename acc der adv_acc adv_der nsr aer
7127-75947-0038_8463-294828-0016 0.9738010657193605 0.0451761102603369 0.6771758436944938 0.5229709035222052 0.017265647649765015 0.5917397737503052
7127-75947-0015_3729-6852-0029 0.9738372093023255 0.03480278422273782 0.8947674418604651 0.139984532095901 0.017983609810471535 0.6973150372505188
6829-68769-0051_4446-2275-0026 0.9735883424408015 0.03598971722365039 0.9672131147540983 0.04627249357326478 0.016363603994250298 0.5635309219360352
6829-68771-0009_2830-3980-0025 0.984744469870328 0.01972386587771203 0.8249427917620137 0.22534516765285997 0.01896357350051403 0.6619488000869751
61-70970-0037_1089-134691-0017 0.974764756201882 0.03808908973531311 0.7078699743370402 0.4409296320206585 0.014394182711839676 0.7269470691680908
6930-76324-0003_3575-170457-0040 0.9840579710144928 0.021715526601520086 0.7427536231884058 0.38545059717698155 0.021596744656562805 0.7084764242172241
6829-68771-0015_908-157963-0029 0.9767699115044248 0.028985507246376812 0.8584070796460177 0.1855072463768116 0.021079741418361664 0.912399411201477
5683-32866-0018_1089-134686-0002 0.9901812688821753 0.012322274881516588 0.8806646525679759 0.14976303317535544 0.018303677439689636 0.7983813881874084
3729-6852-0025_1284-134647-0004 0.9898674980514419 0.018439716312056736 0.6317225253312548 0.6680851063829787 0.02694166637957096 0.8158904910087585
5142-33396-0028_7729-102255-0024 0.9780058651026393 0.03361344537815126 0.7223851417399805 0.43391902215431627 0.01681627333164215 0.7566433548927307
6930-81414-0006_237-134493-0006 0.9727941176470588 0.028517110266159697 0.9110294117647059 0.1112167300380228 0.022290537133812904 0.6207836270332336
1284-1180-0021_8455-210777-0062 0.9761178861788617 0.041264266900790166 0.6341463414634146 0.6321334503950834 0.023036183789372444 0.7930034399032593
4446-2271-0012_1580-141083-0012 0.9865439093484419 0.01958762886597938 0.7677053824362606 0.33814432989690724 0.016797609627246857 0.6713309288024902
6829-68769-0027_1221-135766-0009 0.9955839057899902 0.007462686567164179 0.7114818449460255 0.48756218905472637 0.019947990775108337 0.5887168049812317
3570-5694-0015_8463-294828-0028 0.9922894424673784 0.008524590163934427 0.9418742586002372 0.06426229508196721 0.017602864652872086 0.8010706305503845
4446-2273-0008_260-123440-0009 0.9902723735408561 0.014300306435137897 0.8670557717250325 0.2093973442288049 0.029209723696112633 0.7181491255760193
1580-141084-0010_3570-5696-0002 0.9866844207723036 0.01839926402943882 0.7536617842876165 0.3155473781048758 0.014210699126124382 0.6517173647880554
5683-32879-0004_6930-81414-0013 0.9933095450490633 0.008782201405152224 0.8033006244424621 0.25117096018735363 0.03284357488155365 0.9187519550323486
4992-41806-0013_4970-29095-0027 0.975485188968335 0.03358992302309307 0.8094994892747702 0.24842547235829252 0.0247763954102993 0.8057808876037598
6829-68769-0031_260-123440-0014 0.9711711711711711 0.03125 0.8045045045045045 0.2608173076923077 0.01979205757379532 0.7774754166603088
4507-16021-0002_4077-13751-0001 0.9805491990846682 0.03383084577114428 0.6258581235697941 0.6507462686567164 0.023151710629463196 0.8227983117103577
1188-133604-0005_1580-141083-0020 0.9737149532710281 0.04032258064516129 0.772196261682243 0.3467741935483871 0.019271748140454292 0.6741452217102051
2961-960-0005_6829-68771-0003 0.9797101449275363 0.03286384976525822 0.9347826086956522 0.1056338028169014 0.021248282864689827 0.655815601348877
4507-16021-0011_1320-122612-0016 0.9723707664884136 0.03841229193341869 0.7967914438502673 0.2919334186939821 0.017198070883750916 0.842443585395813
