filename acc loss adv_acc adv_loss nsr aer
da54f830 1.0 0.020991627126932144 1.0 1.340722918510437 0.003351866500452161 1.238205909729004
eebd50a0 1.0 0.0014304814394563437 1.0 0.006944191176444292 0.002821410307660699 0.9730297327041626
00224990 1.0 0.003991730511188507 1.0 0.31402239203453064 0.0045511797070503235 1.1310880184173584
2dca5e00 1.0 0.0731404572725296 0.0 1.195472240447998 0.0031136730685830116 1.0397281646728516
89111100 1.0 0.009647056460380554 1.0 0.005218110512942076 0.002840437227860093 0.9151988625526428
32f4e340 1.0 0.3302805721759796 0.0 3.1710851192474365 0.0028507004026323557 0.9089643955230713
4ce200d0 1.0 0.03612051159143448 1.0 0.14012208580970764 0.0027163152117282152 0.85602867603302
69d5a7a0 1.0 0.0007097653578966856 0.0 1.2301528453826904 0.003966967109590769 1.1032389402389526
ec6cbf00 1.0 0.021094834432005882 1.0 0.13697245717048645 0.0031958238687366247 0.8918898701667786
5c582ca0 1.0 0.0007029236294329166 0.0 2.32930064201355 0.003506557084619999 1.0731412172317505
6199d8d0 1.0 0.30794164538383484 0.0 1.8062832355499268 0.004653576295822859 1.0378777980804443
8b7c80d0 1.0 0.004809908103197813 1.0 0.0006315638893283904 0.003304993035271764 0.8530519604682922
a37fcfc0 1.0 0.014741197228431702 1.0 0.041139453649520874 0.0037212977185845375 0.9652248620986938
f464e330 1.0 0.049044251441955566 1.0 0.057181764394044876 0.002506289631128311 1.000116229057312
343abed0 1.0 0.1177513375878334 1.0 8.487373270327225e-05 0.003125404240563512 1.0490888357162476
589d2b00 1.0 0.02559443563222885 1.0 0.06979779899120331 0.00353705370798707 1.0517243146896362
b0b35e90 1.0 0.24847079813480377 0.0 2.255753993988037 0.003293317975476384 1.0861588716506958
e62fb0f0 1.0 0.03860561549663544 0.0 2.355901002883911 0.002885775873437524 0.7773838043212891
59dc1e30 1.0 0.00901874527335167 1.0 0.013426076620817184 0.0029464159160852432 0.9910399913787842
caa4f380 1.0 0.0004431221168488264 1.0 0.05833574756979942 0.002721615368500352 1.0741318464279175
62994010 1.0 8.427748980466276e-05 1.0 0.0008131995564326644 0.0025225477293133736 0.7925785183906555
c1e4bdc0 1.0 0.12373506277799606 0.0 9.581489562988281 0.009438829496502876 1.5035403966903687
fd54f550 1.0 0.0052450853399932384 0.0 4.380483627319336 0.01160630863159895 1.560014009475708
0f560730 1.0 0.1227002739906311 0.0 11.069705963134766 0.011002267710864544 1.6903012990951538
25f77c30 1.0 0.17104020714759827 1.0 0.07633183896541595 0.009127163328230381 1.5429235696792603
38aff730 1.0 0.023486951366066933 0.0 3.1440987586975098 0.009369638748466969 1.4831489324569702
ad0c5380 1.0 0.03822808712720871 0.0 23.524810791015625 0.007695038802921772 1.6469792127609253
86808cc0 1.0 0.1470211297273636 0.0 1.633753776550293 0.013699136674404144 1.249361276626587
ab03a050 1.0 0.005093459039926529 0.0 27.429136276245117 0.007355715148150921 1.6220569610595703
4a189240 1.0 0.14619463682174683 0.0 4.318235874176025 0.011983218602836132 1.5089472532272339
44bc63c0 1.0 0.022722769528627396 0.0 10.109237670898438 0.008993727155029774 1.5027474164962769
4f9248f0 1.0 0.05484931915998459 0.0 15.515829086303711 0.009981943294405937 1.4816653728485107
724b23d0 1.0 0.010304015129804611 0.0 2.0148487091064453 0.0065634483471512794 1.1439673900604248
d258d4c0 1.0 0.09118590503931046 0.0 35.716033935546875 0.008587196469306946 1.7072210311889648
d4d4aa30 1.0 0.07367951422929764 0.0 11.685312271118164 0.007133584935218096 1.4196891784667969
fc203720 1.0 0.009103890508413315 1.0 0.23549331724643707 0.011282723397016525 1.4513989686965942
0725b7d0 1.0 0.0022961031645536423 0.0 3.6230697631835938 0.011492719873785973 1.5956307649612427
113d07f0 1.0 0.012574847787618637 0.0 16.677581787109375 0.01162837166339159 1.5521905422210693
27d184a0 1.0 0.026249531656503677 0.0 6.134346008300781 0.009639006108045578 1.4651107788085938
867fcca0 1.0 0.001751458621583879 0.0 4.246179103851318 0.009707431308925152 1.2133864164352417
656f2cc0 1.0 0.0011025873245671391 0.0 1.0264573097229004 0.004699137061834335 1.0681638717651367
e9a10100 1.0 0.004370087757706642 1.0 0.014501513913273811 0.0030360931996256113 0.9735632538795471
5865f000 1.0 0.22131367027759552 0.0 17.279956817626953 0.004202349577099085 1.274492859840393
17bfc4b0 1.0 0.018339287489652634 0.0 11.150840759277344 0.0026110829785466194 1.181179404258728
3cb54920 1.0 0.6588830947875977 1.0 0.49240660667419434 0.003108287462964654 1.1544526815414429
dee11430 1.0 0.00435594329610467 1.0 0.010722348466515541 0.0024517038837075233 0.7750436663627625
974954b0 1.0 0.00017391153960488737 1.0 0.00232689268887043 0.00250576576218009 0.9416946768760681
0f77eeb0 1.0 0.0016680574044585228 0.0 2.474173069000244 0.002546698786318302 1.0184208154678345
bb4679f0 1.0 0.016733946278691292 1.0 0.0006386234308592975 0.00271277641877532 0.7875550985336304
20a8e9e0 1.0 1.7881385474538547e-06 1.0 0.06153029948472977 0.002462865086272359 0.8907994031906128
3a5c59d0 1.0 0.0014445215929299593 1.0 0.11142151057720184 0.0023322266060858965 1.0345709323883057
ed66b390 1.0 0.005296766757965088 0.0 1.514574646949768 0.0024648194666951895 0.8081609010696411
38e72980 1.0 0.04167011007666588 1.0 0.014406598173081875 0.0021187509410083294 0.9626355767250061
9ed9f290 1.0 0.0050955950282514095 1.0 5.423941183835268e-05 0.002742182929068804 0.9484596848487854
d6d4d980 1.0 0.026976827532052994 1.0 0.40292757749557495 0.0020137561950832605 0.6950583457946777
6abfabc0 1.0 1.9073468138230965e-06 0.0 6.35045051574707 0.002072680974379182 0.9244348406791687
3dcc3780 1.0 0.046383120119571686 1.0 0.31762129068374634 0.0034290209878236055 1.4002948999404907
8644c4a0 1.0 0.003683035261929035 0.0 1.063286304473877 0.002439018338918686 1.2630672454833984
135ae740 1.0 0.009546286426484585 0.0 8.410614013671875 0.004025688394904137 1.3904025554656982
56361a00 1.0 0.02681494876742363 0.0 16.54798698425293 0.001989328768104315 1.3455345630645752
fc7156a0 1.0 0.007409870624542236 0.0 7.885939121246338 0.0022914353758096695 1.4827314615249634
dec6f810 1.0 0.12319806218147278 0.0 28.58258628845215 0.003360934555530548 1.5182874202728271
e1dd5fd0 1.0 0.00962692592293024 0.0 19.17995834350586 0.00219640857540071 1.364915370941162
822cb110 1.0 0.036824800074100494 0.0 2.7903659343719482 0.002046165056526661 1.2978792190551758
522d97d0 1.0 0.007957542315125465 0.0 14.329818725585938 0.002131005749106407 1.327413558959961
4e3326c0 1.0 0.013971036300063133 1.0 0.030861539766192436 0.0019298363476991653 1.426156997680664
69cad500 1.0 4.160333992331289e-05 0.0 12.913145065307617 0.0031610364094376564 1.0596977472305298
d3f83a80 1.0 0.2025696039199829 0.0 9.054659843444824 0.0028299482073634863 1.1070454120635986
fa86fc90 1.0 0.03698911890387535 0.0 10.144654273986816 0.0027941069565713406 1.0718119144439697
002ff610 1.0 0.12474779039621353 0.0 0.7233783602714539 0.0035303763579577208 0.9151013493537903
732cc260 1.0 0.12331300228834152 1.0 0.01193548645824194 0.0033047227188944817 0.8864390850067139
8b51a310 1.0 0.001984325237572193 0.0 16.42848777770996 0.0033671525306999683 1.043487548828125
c8e4e1b0 1.0 0.0005830053705722094 0.0 2.46879506111145 0.0037226907443255186 1.0411092042922974
d7e5d2f0 1.0 0.00036733923479914665 1.0 0.078483946621418 0.003423345973715186 0.9883041381835938
fb033c00 1.0 0.002958692144602537 0.0 5.1896233558654785 0.004076295532286167 1.0209108591079712
7ab0c800 1.0 0.03789963573217392 0.0 6.955929756164551 0.0037814665120095015 1.2171379327774048
845a8940 1.0 0.29114001989364624 0.0 12.181042671203613 0.0028139438945800066 1.0037713050842285
503482a0 1.0 0.06764855235815048 1.0 0.6764132976531982 0.004107804968953133 1.0698552131652832
5e753120 1.0 0.06899634748697281 1.0 0.07687197625637054 0.003102510003373027 1.1149040460586548
a88aa560 1.0 0.4334811866283417 0.0 13.532073020935059 0.002915508346632123 1.1891252994537354
ef9598c0 1.0 0.004303653724491596 0.0 1.0858943462371826 0.003156127640977502 0.920464038848877
eb2c55c0 1.0 0.10780075937509537 1.0 0.33569660782814026 0.003325505182147026 0.8396360278129578
e3ae1fb0 1.0 0.005588361993432045 1.0 0.01907249167561531 0.003806470660492778 0.9539473056793213
4208f080 1.0 0.00022897525923326612 1.0 1.8238904885947704e-05 0.002941183978691697 0.7744998335838318
a5091100 1.0 0.002316890750080347 1.0 0.0010755254188552499 0.0031094106379896402 0.5822563171386719
c84796a0 1.0 0.018462391570210457 1.0 0.020355375483632088 0.0031537958420813084 0.5632556080818176
d742e290 1.0 0.00526104960590601 0.0 9.29305648803711 0.0032684614416211843 0.8930674195289612
3334c9b0 1.0 0.0196248646825552 1.0 0.0009374998626299202 0.003720612730830908 0.849540114402771
fdb107d0 1.0 0.0019958424381911755 0.0 4.328855991363525 0.003490849630907178 0.9781458973884583
53f49e40 1.0 0.0016148160211741924 1.0 0.004875082988291979 0.003228651825338602 0.6285635828971863
0a733860 1.0 0.0013998417416587472 0.0 19.338598251342773 0.005319590680301189 1.3073142766952515
c2859e70 1.0 0.00023840009816922247 0.0 3.469172477722168 0.0029847417026758194 0.9770646095275879
c6924d10 1.0 1.764282387739513e-05 1.0 0.006387956906110048 0.0023249383084475994 0.8630325794219971
ea6a5390 1.0 1.907347041196772e-06 0.0 1.5383248329162598 0.0021872774232178926 0.8708124160766602
ec8fa490 1.0 0.0006477802526205778 1.0 0.010213874280452728 0.0026213775854557753 0.9359947443008423
f08f5ae0 1.0 0.0007184564601629972 1.0 0.795477032661438 0.002343632047995925 0.8912263512611389
8c200810 1.0 0.10798156261444092 0.0 3.1075611114501953 0.0018161754123866558 1.008672833442688
c8414020 1.0 0.005141821689903736 0.0 6.0278167724609375 0.0018804806750267744 0.9119386672973633
3b4ae070 1.0 0.2660658359527588 0.0 12.11737060546875 0.010250845924019814 1.4457820653915405
6c55cef0 1.0 0.049975160509347916 0.0 4.496960163116455 0.01742110773921013 1.3870514631271362
